Session_id,Start_time,Peak_viewers,Gifts_from_viewers,Number_of_products,Number_of_goods_sold,Total_sales_amount,Duration,Views,Average_number_of_online_viewers,Number_of_likes,Number_of_new_followers,Fan Conversion Ratio,Number_of_new_fans,Per_customer_transaction,UV,Sales_conversion_value_ratio,Average_length_of_stay,Name,Host_category,Occupation,Date
1061,7/14/21 14:07,46502,92814,41,32836,3405394.65,4hours21minutes49seconds,2092686,22650,5204752,50239,2.40%,8226,103.71,1.63,1.57%,2minutes53seconds,Cao Ying,C,Actor/Actress,7/14/21
1062,7/14/21 13:51,27395,5231,26,192,192,9minutes44seconds,80456,8416,187854,1590,1.98%,0,1,0.01,0.24%,1minutes30seconds,Cao Ying,C,Actor/Actress,7/14/21
1063,7/13/21 20:49,9038,133126, , , ,2hours32minutes33seconds,500294,3870,146967,2384,0.48%,566, ,0.03, ,1minutes12seconds,Cao Ying,C,Actor/Actress,7/13/21
1064,7/10/21 12:49,23389,7844, , , ,30minutes40seconds,319895,12985,96170,3723,1.16%,0, ,0, ,1minutes25seconds,Cao Ying,C,Actor/Actress,7/10/21
1065,7/8/21 20:29,15982,166561,51,10922,126015.88,2hours43minutes32seconds,685752,6137,297942,4443,0.65%,1531,11.54,0.21,1.59%,1minutes30seconds,Cao Ying,C,Actor/Actress,7/8/21
1066,7/5/21 21:30,30886,38425,63,661,665569.9,4hours50minutes34seconds,1012391,16324,321163,8196,0.81%,2712,1006.91,0.66,0.07%,4minutes46seconds,Cao Ying,C,Actor/Actress,7/5/21
1067,7/5/21 14:13,32076,83908,54,38572,1771494.67,5hours54minutes18seconds,2022763,19429,8684678,39818,1.97%,22776,45.93,0.88,1.91%,3minutes25seconds,Cao Ying,C,Actor/Actress,7/5/21
1068,7/4/21 18:45,25757,83939,84,17008,9287011,8hours16minutes20seconds,1664676,20381,1456087,16598,1.00%,3854,546.04,5.58,1.02%,6minutes6seconds,Cao Ying,C,Actor/Actress,7/4/21
1069,7/3/21 19:55,26138,79589,54,11622,6683639,6hours7minutes46seconds,1482392,19730,1195740,15313,1.03%,4773,575.09,4.51,0.78%,4minutes56seconds,Cao Ying,C,Actor/Actress,7/3/21
1070,7/3/21 11:57,26569,78994,49,15710,4442395,7hours23minutes59seconds,1668596,20276,3201326,22918,1.37%,7589,282.77,2.67,0.94%,5minutes27seconds,Cao Ying,C,Actor/Actress,7/3/21
1071,7/2/21 21:30,14396,116252, , , ,1hours14minutes34seconds,467406,6691,220672,3695,0.79%,735, ,0.02, ,1minutes8seconds,Cao Ying,C,Actor/Actress,7/2/21
1072,6/29/21 18:23,28078,414018,57,20070,215656.58,4hours12minutes38seconds,1542555,10618,753648,14808,0.96%,5342,10.75,0.17,1.30%,1minutes45seconds,Cao Ying,C,Actor/Actress,6/29/21
1073,6/26/21 19:04,26672,113704,62,16176,4188538.07,7hours48minutes5seconds,1403693,20199,1386651,16010,1.14%,7240,258.94,2.99,1.15%,6minutes53seconds,Cao Ying,C,Actor/Actress,6/26/21
1074,6/25/21 14:59,58062,320879,99,71345,11544190.09,11hours48minutes42seconds,4092656,27655,10282714,133496,3.26%,65834,161.81,2.83,1.74%,4minutes49seconds,Cao Ying,C,Actor/Actress,6/25/21
1075,6/24/21 19:06,3555,54060, , , ,43minutes54seconds,91343,2401,115687,682,0.75%,149, ,0.06, ,1minutes14seconds,Cao Ying,C,Actor/Actress,6/24/21
1076,6/24/21 13:44,6210,11673, , , ,22minutes4seconds,65877,3252,18364,404,0.61%,0, ,0.02, ,1minutes17seconds,Cao Ying,C,Actor/Actress,6/24/21
1077,6/23/21 19:02,3055,163454, , , ,1hours3minutes55seconds,102779,1833,119606,918,0.89%,212, ,0.16, ,1minutes13seconds,Cao Ying,C,Actor/Actress,6/23/21
1078,6/22/21 18:43,5814,72029,53,3709,35910.31,1hours13minutes38seconds,197942,3491,167367,1877,0.95%,646,9.68,0.22,1.87%,1minutes24seconds,Cao Ying,C,Actor/Actress,6/22/21
1079,6/21/21 18:15,6646,135399,53,2936,29323.32,52minutes36seconds,187974,4187,135836,1697,0.90%,881,9.99,0.23,1.56%,1minutes17seconds,Cao Ying,C,Actor/Actress,6/21/21
1080,6/20/21 19:04,14186,70560,56,2924,28611.02,54minutes27seconds,207503,9840,136275,1666,0.80%,560,9.78,0.17,1.41%,2minutes45seconds,Cao Ying,C,Actor/Actress,6/20/21
1081,6/18/21 18:38,7698,185070,61,5253,54270.73,1hours20minutes27seconds,288370,4822,176459,2507,0.87%,1229,10.33,0.25,1.82%,1minutes25seconds,Cao Ying,C,Actor/Actress,6/18/21
1082,6/17/21 19:32,7879,147106,58,1326,14468.17,25minutes8seconds,111567,4513,69156,932,0.84%,0,10.91,0.26,1.19%,1minutes10seconds,Cao Ying,C,Actor/Actress,6/17/21
1083,6/17/21 18:56,7171,61705,58,399,4195.15,24minutes45seconds,81238,3451,19599,296,0.36%,0,10.51,0.13,0.49%,1minutes11seconds,Cao Ying,C,Actor/Actress,6/17/21
1084,6/7/21 14:56,34599,151418,40,56594,5895545.9,10hours37minutes53seconds,2929153,20061,5825552,42589,1.45%,25068,104.17,2.02,1.93%,4minutes25seconds,Cao Ying,C,Actor/Actress,6/7/21
1085,6/6/21 21:47,9049,98988, , , ,40minutes4seconds,189733,3793,142194,1224,0.65%,163, ,0.05, ,1minutes,Cao Ying,C,Actor/Actress,6/6/21
1086,6/5/21 21:26,25907,157197,50,8991,96811.03,1hours55minutes41seconds,1010642,9799,268967,6616,0.65%,530,10.77,0.11,0.89%,1minutes11seconds,Cao Ying,C,Actor/Actress,6/5/21
1087,6/4/21 21:06,17441,277098,50,11718,123810.86,2hours25minutes38seconds,834799,9019,747185,6008,0.72%,2119,10.57,0.18,1.40%,1minutes32seconds,Cao Ying,C,Actor/Actress,6/4/21
1088,6/2/21 16:59,28313,182776,39,34202,2592415.33,8hours6minutes56seconds,2315863,18612,1360464,18137,0.78%,3533,75.8,1.13,1.48%,4minutes4seconds,Cao Ying,C,Actor/Actress,6/2/21
1089,8/17/21 20:58,62423,30347,49,69461,4236916.93,3hours33minutes46seconds,3446189,23909,3648360,36315,1.05%,4256,61,1.23,2.02%,1minutes27seconds,Wang Zulan,C,Actor/Actress,8/17/21
1090,8/17/21 17:07,117953,119760,49,109842,7084620.8,3hours22minutes44seconds,5222788,46009,14864848,31773,0.61%,32600,64.5,1.36,2.10%,1minutes50seconds,Wang Zulan,C,Actor/Actress,8/17/21
1091,8/16/21 21:09,10089,2431,21,4958,235136.44,1hours13minutes40seconds,381796,5934,159560,1235,0.32%,430,47.43,0.62,1.30%,1minutes13seconds,Wang Zulan,C,Actor/Actress,8/16/21
1092,8/16/21 19:09,59021,19923,27,46864,1506584.6,1hours52minutes34seconds,1705133,23542,1499950,22165,1.30%,6014,32.15,0.88,2.75%,1minutes38seconds,Wang Zulan,C,Actor/Actress,8/16/21
1093,8/15/21 22:56,108543,24835,30,75418,2784011.18,1hours20minutes38seconds,2441621,55995,2786414,43257,1.77%,5295,36.91,1.14,3.09%,1minutes56seconds,Wang Zulan,C,Actor/Actress,8/15/21
1094,8/15/21 20:52,60815,6262,7,20836,345126.39,26minutes56seconds,426032,23969,1340830,6808,1.60%,0,16.56,0.81,4.89%,1minutes49seconds,Wang Zulan,C,Actor/Actress,8/15/21
1095,8/15/21 17:53,55474,46024,27,47844,2882823.92,2hours28minutes41seconds,2584498,28195,10212965,49049,1.90%,15116,60.25,1.12,1.85%,1minutes41seconds,Wang Zulan,C,Actor/Actress,8/15/21
1096,8/13/21 20:16,154518,68872,35,70702,3233975.19,2hours8minutes1seconds,2856715,36331,12890493,90051,3.15%,2480,45.74,1.13,2.47%,1minutes41seconds,Wang Zulan,C,Actor/Actress,8/13/21
1097,8/13/21 18:12,61626,30048,28,53006,3058267.38,1hours58minutes38seconds,2412198,31218,12812310,39582,1.64%,1942,57.7,1.27,2.20%,1minutes39seconds,Wang Zulan,C,Actor/Actress,8/13/21
1098,8/13/21 13:06,136470,83865,58,158902,12367340.32,4hours14minutes6seconds,7026638,46495,40302313,134238,1.91%,11615,77.83,1.76,2.26%,1minutes43seconds,Wang Zulan,C,Actor/Actress,8/13/21
1099,8/9/21 18:03,86146,77031,46,80410,7887915.7,4hours35minutes9seconds,5525752,31319,8296978,89671,1.62%,22784,98.1,1.43,1.46%,1minutes33seconds,Wang Zulan,C,Actor/Actress,8/9/21
1100,8/8/21 18:00,68800,72258,44,102625,8603022.6,4hours31minutes42seconds,6159747,34667,4510595,94777,1.54%,22781,83.83,1.4,1.67%,1minutes34seconds,Wang Zulan,C,Actor/Actress,8/8/21
1101,8/6/21 19:25,75088,39625,49,59941,9341819.97,4hours37minutes37seconds,3446773,20252,2541673,55706,1.62%,10291,155.85,2.71,1.74%,1minutes39seconds,Wang Zulan,C,Actor/Actress,8/6/21
1102,8/6/21 18:01,128987,40448,15,33962,1333871.2,1hours17minutes37seconds,2071756,44588,2648339,68081,3.29%,2206,39.28,0.65,1.64%,1minutes42seconds,Wang Zulan,C,Actor/Actress,8/6/21
1103,8/5/21 18:00,166600,126766,54,178751,8422468.3,4hours59minutes52seconds,8061836,44081,6934089,199240,2.47%,40118,47.12,1.05,2.22%,1minutes33seconds,Wang Zulan,C,Actor/Actress,8/5/21
1104,8/4/21 18:00,115933,94158,25,144902,5195312.1,4hours41minutes1seconds,5840159,33781,6778855,138096,2.36%,27722,35.85,0.89,2.48%,1minutes38seconds,Wang Zulan,C,Actor/Actress,8/4/21
1105,8/3/21 17:59,168665,223358,56,201404,12091154.97,5hours16minutes,18754827,94054,11387557,241656,1.29%,46545,60.03,0.65,1.07%,1minutes37seconds,Wang Zulan,C,Actor/Actress,8/3/21
1106,8/2/21 18:02,166368,255941,52,340016,14268578,5hours6minutes20seconds,12666986,64805,14293303,334764,2.64%,73133,41.96,1.13,2.68%,1minutes34seconds,Wang Zulan,C,Actor/Actress,8/2/21
1107,8/1/21 18:02,133988,322381,51,320020,20371518.7,6hours3minutes4seconds,14420953,61429,12166619,316358,2.19%,46606,63.66,1.41,2.22%,1minutes34seconds,Wang Zulan,C,Actor/Actress,8/1/21
1108,8/31/21 23:24,17917,3363,39,11294,660626.21,1hours54minutes3seconds,679648,8999,127826,2503,0.37%,184,58.49,0.97,1.66%,1minutes35seconds,Tu Lei,C,Television Presenter,8/31/21
1109,8/31/21 22:40,14967,2072, , , ,22minutes7seconds,190492,8931,121606,1037,0.54%,0, ,0, ,1minutes17seconds,Tu Lei,C,Television Presenter,8/31/21
1110,8/31/21 7:28,24394,71160,51,144636,7939578,14hours47minutes39seconds,5908433,12290,2186967,37024,0.63%,3271,54.89,1.34,2.45%,1minutes51seconds,Tu Lei,C,Television Presenter,8/31/21
1111,8/30/21 21:58,64902,14537, , , ,39minutes43seconds,993734,41653,516453,13217,1.33%,0, ,0, ,1minutes57seconds,Tu Lei,C,Television Presenter,8/30/21
1112,8/26/21 12:38,22638,26292,27,51841,7036169.97,11hours59minutes5seconds,4267192,9418,2253002,30741,0.72%,5250,135.73,1.65,1.21%,1minutes37seconds,Tu Lei,C,Television Presenter,8/26/21
1113,8/26/21 7:16,18432,18164,15,25919,3776752.44,4hours43minutes26seconds,1828748,11366,2363850,15570,0.85%,1660,145.71,2.07,1.42%,1minutes48seconds,Tu Lei,C,Television Presenter,8/26/21
1114,8/25/21 23:18,253441,1606, , , ,5minutes55seconds,253441,0,47666,2360,0.93%,0, ,0, ,,Tu Lei,C,Television Presenter,8/25/21
1115,8/23/21 22:02,161071,0, , , ,1hours48minutes9seconds,2320578,70273,7183052,46728,2.01%,8539, ,0, ,3minutes22seconds,Tu Lei,C,Television Presenter,8/23/21
1116,8/18/21 10:01,35563,31509,46,244769,18737361.91,9hours35minutes14seconds,6877026,22742,1535686,58985,0.86%,4029,76.55,2.73,3.56%,1minutes55seconds,Tu Lei,C,Television Presenter,8/18/21
1117,8/18/21 8:20,51021,9023,15,30743,1839349.41,1hours17minutes10seconds,1308379,28127,398955,12604,0.96%,762,59.83,1.41,2.35%,1minutes47seconds,Tu Lei,C,Television Presenter,8/18/21
1118,8/17/21 19:19,61479,66317,28,71981,5871081.66,3hours27minutes17seconds,4535710,39304,2102513,45858,1.01%,5231,81.56,1.3,1.59%,1minutes32seconds,Tu Lei,C,Television Presenter,8/17/21
1119,8/15/21 23:16,247,211, , , ,7minutes33seconds,89381,83,12874,64,0.07%,0, ,0, ,,Tu Lei,C,Television Presenter,8/15/21
1120,8/13/21 21:50,61622,17786, , , ,43minutes28seconds,541665,39288,1593350,7005,1.29%,991, ,0, ,3minutes32seconds,Tu Lei,C,Television Presenter,8/13/21
1121,8/11/21 22:32,92474,40739, , , ,51minutes56seconds,849127,66947,5877153,14856,1.75%,-1576, ,0, ,4minutes22seconds,Tu Lei,C,Television Presenter,8/11/21
1122,8/11/21 22:01,51566,13370, , , ,30minutes49seconds,382766,30844,5838543,4812,1.26%,32, ,0, ,2minutes56seconds,Tu Lei,C,Television Presenter,8/11/21
1123,8/8/21 11:12,201350,207712,86,293427,36919432.1,15hours42minutes14seconds,21906926,41774,14212962,187944,0.86%,20580,125.82,1.69,1.34%,1minutes49seconds,Tu Lei,C,Television Presenter,8/8/21
1124,8/6/21 22:56,75597,15290, , , ,33minutes47seconds,806590,58764,970469,12655,1.57%,318, ,0, ,2minutes44seconds,Tu Lei,C,Television Presenter,8/6/21
1125,8/6/21 22:12,67289,19752, , , ,44minutes16seconds,540891,45821,1280909,6465,1.20%,329, ,0, ,4minutes7seconds,Tu Lei,C,Television Presenter,8/6/21
1126,8/4/21 22:04,93166,43335, , , ,1hours19minutes49seconds,1659555,62501,4172726,29818,1.80%,1583, ,0, ,3minutes10seconds,Tu Lei,C,Television Presenter,8/4/21
1127,8/3/21 16:46,51554,46552,52,220542,8651658.31,7hours54minutes24seconds,6923239,24647,2051711,60634,0.88%,2445,39.23,1.25,3.19%,1minutes42seconds,Tu Lei,C,Television Presenter,8/3/21
1128,8/3/21 11:16,49609,15986,38,89805,3719497.12,4hours41minutes50seconds,3125306,20408,2516881,26093,0.83%,1896,41.42,1.19,2.87%,1minutes52seconds,Tu Lei,C,Television Presenter,8/3/21
1129,7/31/21 11:12,74710,72744,46,270358,15562237.89,14hours39minutes10seconds,9405967,20408,7024355,100262,1.07%,8500,57.56,1.66,2.87%,1minutes54seconds,Tu Lei,C,Television Presenter,7/31/21
1130,7/25/21 2:50,16806,20373,26,20151,2377365,5hours17minutes43seconds,1645092,8640,1420423,18187,1.11%,1784,117.98,1.45,1.22%,1minutes41seconds,Tu Lei,C,Television Presenter,7/25/21
1131,7/24/21 11:05,28033,68730,33,82007,8380396.5,14hours54minutes8seconds,6735909,11869,17241932,76451,1.13%,9578,102.19,1.25,1.22%,1minutes35seconds,Tu Lei,C,Television Presenter,7/24/21
1132,7/21/21 11:02,39080,49709,29,49375,4363991.8,7hours42minutes50seconds,4040027,15839,10211236,41939,1.04%,6826,88.38,1.08,1.22%,1minutes50seconds,Tu Lei,C,Television Presenter,7/21/21
1133,7/20/21 18:52,8803,11, , , ,1minutes5seconds,8803,0,514,8,0.09%,0, ,0, ,,Tu Lei,C,Television Presenter,7/20/21
1134,7/20/21 18:10,1141,0, , , ,41seconds,1141,0,78,0,0.00%,0, ,0, ,,Tu Lei,C,Television Presenter,7/20/21
1135,7/19/21 22:25,143550,62404, , , ,1hours1minutes33seconds,1891403,94182,2493182,40972,2.17%,2312, ,0, ,3minutes15seconds,Tu Lei,C,Television Presenter,7/19/21
1136,7/19/21 21:26,69238,28875, , , ,58minutes1seconds,821030,42770,2383882,10341,1.26%,1262, ,0, ,3minutes12seconds,Tu Lei,C,Television Presenter,7/19/21
1137,7/14/21 22:05,118279,44283, , , ,1hours15minutes29seconds,1557918,64610,3262129,29381,1.89%,-958, ,0, ,3minutes14seconds,Tu Lei,C,Television Presenter,7/14/21
1138,7/14/21 21:46,45845,3038, , , ,8minutes45seconds,284073,18555,120186,3392,1.19%,0, ,0, ,49seconds,Tu Lei,C,Television Presenter,7/14/21
1139,7/13/21 17:22,23028,31261,25,60559,2769339.64,7hours51minutes42seconds,3275080,10890,6074440,17938,0.55%,1569,45.73,0.85,1.85%,1minutes35seconds,Tu Lei,C,Television Presenter,7/13/21
1140,7/13/21 11:43,54205,28205,20,28503,2287429.42,4hours7minutes2seconds,2430799,16183,5307969,21381,0.88%,1666,80.25,0.94,1.17%,1minutes39seconds,Tu Lei,C,Television Presenter,7/13/21
1141,7/12/21 21:52,138203,64741, , , ,1hours16minutes20seconds,2557005,89876,4047085,51164,2.00%,2796, ,0, ,2minutes49seconds,Tu Lei,C,Television Presenter,7/12/21
1142,7/9/21 20:07,27261,27458,27,24178,2442891.24,7hours43minutes47seconds,2618251,9505,1042881,9788,0.37%,1336,101.04,0.93,0.92%,1minutes42seconds,Tu Lei,C,Television Presenter,7/9/21
1143,7/9/21 16:53,47979,20976,18,34676,1932600.15,3hours48seconds,2197801,21877,1647778,20997,0.96%,2004,55.73,0.88,1.58%,1minutes48seconds,Tu Lei,C,Television Presenter,7/9/21
1144,7/5/21 22:36,105837,37763, , , ,52minutes17seconds,1259257,75407,2383790,21182,1.68%,-193, ,0, ,3minutes21seconds,Tu Lei,C,Television Presenter,7/5/21
1145,7/5/21 22:22,44863,3558, , , ,12minutes1seconds,405945,24563,301493,2298,0.57%,0, ,0, ,54seconds,Tu Lei,C,Television Presenter,7/5/21
1146,7/5/21 22:08,93495,7330, , , ,12minutes13seconds,590632,48028,407340,7926,1.34%,0, ,0, ,1minutes18seconds,Tu Lei,C,Television Presenter,7/5/21
1147,7/5/21 21:29,67048,36252, , , ,36minutes28seconds,652041,39888,1722016,8914,1.37%,608, ,0.01, ,2minutes25seconds,Tu Lei,C,Television Presenter,7/5/21
1148,6/28/21 21:28,175411,175878, , , ,2hours1seconds,4523527,115455,12389757,118383,2.62%,193, ,0, ,3minutes10seconds,Tu Lei,C,Television Presenter,6/28/21
1149,6/23/21 21:29,68822,4370, , , ,19minutes44seconds,771173,36087,180785,3892,0.50%,0, ,0, ,1minutes9seconds,Tu Lei,C,Television Presenter,6/23/21
1150,6/21/21 21:37,299927,277633, , , ,1hours55minutes8seconds,6444471,179421,12252156,194859,3.02%,20582, ,0, ,3minutes19seconds,Tu Lei,C,Television Presenter,6/21/21
1151,6/16/21 21:42,256431,194913, , , ,1hours57minutes37seconds,5548479,150107,32427694,164254,2.96%,19638, ,0, ,3minutes16seconds,Tu Lei,C,Television Presenter,6/16/21
1152,6/15/21 21:50,177095,87503, , , ,1hours25minutes17seconds,2488155,90192,5917253,61196,2.46%,5920, ,0, ,3minutes12seconds,Tu Lei,C,Television Presenter,6/15/21
1153,6/13/21 11:59,55543,93708,31,117070,10058941.26,13hours33minutes29seconds,9189320,19171,4581421,55052,0.60%,6534,85.92,1.1,1.27%,1minutes42seconds,Tu Lei,C,Television Presenter,6/13/21
1154,6/13/21 11:48,24215,573, , , ,10minutes47seconds,145154,7253,31292,285,0.20%,0, ,0, ,51seconds,Tu Lei,C,Television Presenter,6/13/21
1155,6/12/21 19:09,26735,36715,24,32773,4678020.22,6hours49minutes13seconds,3402183,14260,3991379,23288,0.68%,2615,142.74,1.38,0.96%,1minutes43seconds,Tu Lei,C,Television Presenter,6/12/21
1156,6/12/21 11:05,40200,41629,24,39869,5435328.7,5hours6minutes29seconds,3653669,19942,5581929,34610,0.95%,3605,136.33,1.49,1.09%,1minutes41seconds,Tu Lei,C,Television Presenter,6/12/21
1157,6/11/21 21:14,201249,91444, , , ,1hours30minutes50seconds,3167959,92736,13298819,87179,2.75%,7746, ,0, ,2minutes46seconds,Tu Lei,C,Television Presenter,6/11/21
1158,6/9/21 22:35,88237,102354,15,16219,16219,1hours52minutes20seconds,3082881,66179,31843796,64239,2.08%,-1271,1,0.01,0.53%,2minutes26seconds,Tu Lei,C,Television Presenter,6/9/21
1159,6/8/21 19:40,29959,32037,26,53861,4156818.7,6hours55minutes56seconds,4112230,14958,3413885,20737,0.50%,2596,77.18,1.01,1.31%,1minutes34seconds,Tu Lei,C,Television Presenter,6/8/21
1160,6/8/21 11:31,42350,37880,24,96396,5861121.3,6hours21minutes3seconds,5058169,21781,3716085,40601,0.80%,3578,60.8,1.16,1.91%,1minutes39seconds,Tu Lei,C,Television Presenter,6/8/21
1161,6/7/21 21:28,144858,117255,1,0,0,2hours2minutes11seconds,3548944,92465,23518849,74692,2.10%,11413, ,0, ,3minutes20seconds,Tu Lei,C,Television Presenter,6/7/21
1162,6/5/21 20:02,42492,31251,45,80948,4733793.2,5hours45minutes24seconds,3866237,18846,3046867,25376,0.66%,2336,58.48,1.23,2.09%,1minutes42seconds,Tu Lei,C,Television Presenter,6/5/21
1163,6/5/21 15:51,37844,17400,34,60763,2808196.6,3hours56minutes3seconds,2658158,18882,1610364,16848,0.63%,1295,46.22,1.06,2.29%,1minutes42seconds,Tu Lei,C,Television Presenter,6/5/21
1164,6/5/21 11:21,54132,23447,38,68798,3055636.78,3hours58minutes56seconds,2544774,20499,1430538,17255,0.68%,1417,44.41,1.2,2.70%,1minutes58seconds,Tu Lei,C,Television Presenter,6/5/21
1165,6/4/21 21:17,216461,153386, , , ,2hours57seconds,4932922,124529,15965299,140798,2.85%,1455, ,0, ,3minutes1seconds,Tu Lei,C,Television Presenter,6/4/21
1166,6/1/21 20:11,67925,47942,44,59495,10348039.75,6hours33seconds,4860089,23239,1575073,33084,0.68%,3448,173.93,2.13,1.22%,1minutes46seconds,Tu Lei,C,Television Presenter,6/1/21
1167,6/1/21 11:02,67006,134593,40,123627,18688045.21,9hours1minutes1seconds,8008120,28019,13147873,86682,1.08%,10706,151.16,2.34,1.54%,1minutes55seconds,Tu Lei,C,Television Presenter,6/1/21
1168,8/29/21 19:00,46498,52251,61,214157,10624545.18,4hours52minutes43seconds,5419372,31650,9648793,29487,0.54%,972,49.61,1.96,3.95%,1minutes46seconds,Zhang Ting,C,Actor/Actress,8/29/21
1169,8/29/21 12:00,97536,126973,45,406587,12180849.37,5hours1minutes11seconds,8131918,48089,19016914,84448,1.04%,16242,29.96,1.5,5.00%,1minutes48seconds,Zhang Ting,C,Actor/Actress,8/29/21
1170,8/21/21 19:00,57910,58210,56,118573,5709191.37,5hours12minutes15seconds,6247413,32196,15477418,46050,0.74%,4654,48.15,0.91,1.90%,1minutes38seconds,Zhang Ting,C,Actor/Actress,8/21/21
1171,8/21/21 12:00,85898,123406,35,116945,5777658.64,5hours3minutes36seconds,7107148,40046,28401640,73673,1.04%,16458,49.4,0.81,1.65%,1minutes44seconds,Zhang Ting,C,Actor/Actress,8/21/21
1172,8/14/21 19:00,82562,109743,25,83718,9645127.68,4hours40minutes35seconds,6785643,45175,22368440,81356,1.20%,16729,115.21,1.42,1.23%,1minutes54seconds,Zhang Ting,C,Actor/Actress,8/14/21
1173,8/14/21 12:01,144332,259358,22,159709,18586307.98,4hours59minutes32seconds,9164426,61191,46627999,152520,1.66%,42720,116.38,2.03,1.74%,2minutes2seconds,Zhang Ting,C,Actor/Actress,8/14/21
1174,8/7/21 18:45,68058,79772,91,181420,10218275.21,6hours17minutes22seconds,6445633,32969,16328385,56886,0.88%,7619,56.32,1.59,2.81%,1minutes58seconds,Zhang Ting,C,Actor/Actress,8/7/21
1175,8/7/21 12:00,103311,273365,73,345558,29610263.96,5hours59minutes26seconds,8692489,52195,39859992,140699,1.62%,32846,85.69,3.41,3.98%,2minutes10seconds,Zhang Ting,C,Actor/Actress,8/7/21
1176,7/24/21 12:00,210619,687959,95,678895,30006513.99,11hours50minutes54seconds,28427451,77175,111811141,536029,1.89%,180491,44.2,1.06,2.39%,1minutes56seconds,Zhang Ting,C,Actor/Actress,7/24/21
1177,7/17/21 12:00,148385,714958,83,781423,21279129.68,11hours36minutes44seconds,20636670,58466,102006814,395517,1.92%,198947,27.23,1.03,3.79%,1minutes59seconds,Zhang Ting,C,Actor/Actress,7/17/21
1178,7/10/21 19:01,78001,201926,58,188319,7300155.06,5hours37minutes30seconds,7794233,41620,33453511,101365,1.30%,37717,38.76,0.94,2.42%,1minutes49seconds,Zhang Ting,C,Actor/Actress,7/10/21
1179,7/10/21 12:00,106294,272033,46,291869,10033246.38,5hours2minutes18seconds,8818821,56261,30091837,167325,1.90%,69809,34.38,1.14,3.31%,1minutes57seconds,Zhang Ting,C,Actor/Actress,7/10/21
1180,7/3/21 18:57,52176,97151,97,190693,7863494.32,5hours53minutes34seconds,5710415,29144,10338427,56029,0.98%,20763,41.24,1.38,3.34%,1minutes50seconds,Zhang Ting,C,Actor/Actress,7/3/21
1181,7/3/21 11:57,103044,124473,92,239938,6493669.93,5hours10minutes7seconds,5351909,34650,6150193,81407,1.52%,37538,27.06,1.22,4.48%,2minutes2seconds,Zhang Ting,C,Actor/Actress,7/3/21
1182,6/26/21 14:58,43882,151345,73,240637,9037815.03,9hours36minutes58seconds,7993327,24938,11654645,76816,0.96%,27602,37.56,1.13,3.01%,1minutes48seconds,Zhang Ting,C,Actor/Actress,6/26/21
1183,6/18/21 14:57,61314,66257,124,54221,4441959.86,9hours10minutes58seconds,5885418,16703,2996325,36969,0.63%,10919,81.92,0.76,0.92%,1minutes34seconds,Zhang Ting,C,Actor/Actress,6/18/21
1184,6/17/21 12:52,0,0, , , ,5seconds,0,0,0,0,0.00%,0, ,0, ,,Zhang Ting,C,Actor/Actress,6/17/21
1185,6/12/21 10:59,146561,661421,154,930275,128297091,14hours52minutes44seconds,20654236,54342,42674373,314200,1.52%,147108,137.91,6.21,4.50%,2minutes21seconds,Zhang Ting,C,Actor/Actress,6/12/21
